a	b	add	sub	mul	div
317828ca	93666ca9	317828ca	317828ca	855f5dfb	dd89da07
7b9b9fb9	8d1e6435	7b9b9fb9	7b9b9fb9	c94092fe	ff800000
95f4fa0e	7034478a	7034478a	f034478a	c6ac8447	80000000
40b355fb	34e3b3e4	40b355fc	40b355fa	361f8342	4b499f5a
fdbe5d06	fab1987a	fdc12368	fdbb96a4	7f800000	428933c5
c22b73db	1ae26d92	c22b73db	c22b73db	9d97a5a9	e6c1d83a
d9fec711	680d6e84	680d6e84	e80d6e84	ff800000	b16694dd
b8a1baa2	541ae4d9	541ae4d9	d41ae4d9	cd43b5b2	a405a5f9
a3bcba06	d06392bd	d06392bd	506392bd	34a7c521	12d44d10
99115ad6	c27d5c7b	c27d5c7b	427d5c7b	1c0fdb48	1612de63
5b8642e4	81d238f6	5b8642e4	5b8642e4	9ddc817d	ff800000
e1f2de43	20ab8c68	e1f2de43	e1f2de43	c322bfab	ff800000
57bb89a9	004d5a6a	57bb89a9	57bb89a9	1862aa90	7f800000
c59a0ec6	cbeca767	cbecb108	4bec9dc6	520e6a5c	3926a6d5
a7dc04e8	f1028f77	f1028f77	71028f77	59606b96	00000007
1553dd77	4430216d	4430216d	c430216d	1a11c3ec	1099f830
a8a8727c	df0ca7ae	df0ca7ae	5f0ca7ae	483919e2	09194aac
cb9a298b	791524b8	791524b8	f91524b8	ff800000	92044eae
c506feb7	bfd2e123	c5071913	c506e45b	455e6755	44a3e107
0100c966	571af969	571af969	d71af969	189bed40	00000000
b6b32fe0	d1a0b026	d1a0b026	51a0b026	48e0f26f	248ebc5c
dda00795	3dd43102	dda00795	dda00795	dc04a4ea	df4111a8
e4bac0a5	89f7c499	e4bac0a5	e4bac0a5	2f34bf4a	7f800000
b58a1fa2	ef4e35ce	ef4e35ce	6f4e35ce	655e84f8	05ab7948
18857dd8	516aeec2	516aeec2	d16aeec2	2a75030f	06917659
c132dbfc	83551802	c132dbfc	c132dbfc	0514e1cf	7d56df59
c0cbec62	9ae29c20	c0cbec62	c0cbec62	1c34830c	65665f06
546a056c	4ec29ddb	546a1dc0	5469ed18	63b1e869	4519eaa0
9db033db	705b9975	705b9975	f05b9975	ce9725fc	80000000
7b1bc509	b6ae1cf7	7b1bc509	7b1bc509	f253e318	ff800000
ea9387ee	378fdcf8	ea9387ee	ea9387ee	e2a5d08b	f283436d
b959ee2b	f49d93b7	f49d93b7	749d93b7	6e8624d0	0431066c
6470413b	c74883f0	6470413b	6470413b	ec3c2ec9	dc995e2c
23287e7c	ec312f6c	ec312f6c	6c312f6c	cfe93d54	80000008
6be42cb2	9549229d	6be42cb2	6be42cb2	c1b345f2	ff800000
cd53ea7a	a79a2486	cd53ea7a	cd53ea7a	357f3293	652ff992
9c31cb6b	57b331ed	57b331ed	d7b331ed	b478e7d1	83fdffd5
1ebf137d	5179fcb6	5179fcb6	d179fcb6	30ba9694	0cc3ac09
68d61b47	efa3c261	efa3bf09	6fa3c5b9	ff800000	b8a75a6a
ee85c72d	9a4a4e9a	ee85c72d	ee85c72d	49537079	7f800000
7f56943d	3a90d364	7f56943d	7f56943d	7a72c925	7f800000
0473239c	9e50d299	9e50d299	1e50d299	80000000	a59508dd
d5738a17	cb821285	d5738a27	d5738a07	61777b7c	496fa8c7
b3c25024	0bd28709	b3c25024	b3c25024	804fe61e	e76c488a
81af267a	0b010fa0	0b010f8a	8b010fb6	80000000	b62db5da
f0df9370	ceee44fc	f0df9370	f0df9370	7f800000	6170368b
d3757a77	88a54eb6	d3757a77	d3757a77	1c9e8369	7f800000
2d334611	9d9399dc	2d334611	2d334611	8b4eb9f5	cf1b7776
0483a5c8	20f46f36	20f46f36	a0f46f36	00000000	2309e067
aaec6864	bc5e3470	bc5e3470	3c5e3470	27cd32f3	2e082e79
f8cd6095	09ef2dfe	f8cd6095	f8cd6095	c33fe211	ff800000
23b6a728	958b511a	23b6a728	23b6a728	8000031b	cda7d0e0
1a53324b	1195f257	1a533296	1a533200	00000000	483448fd
31b30254	50e66864	50e66864	d0e66864	43211d16	2046e46d
549ce6e0	3ba96abc	549ce6e0	549ce6e0	50cfaba9	586d16c3
06f1723f	ee0ba545	ee0ba545	6e0ba545	b583b4e8	80000000
fcf57d1d	2234dc62	fcf57d1d	fcf57d1d	dfad6f4e	ff800000
e1155c24	0a58ffed	e1155c24	e1155c24	abfd361f	ff800000
9e940d48	c021ad4f	c021ad4f	4021ad4f	1f3b012a	1dea6d0b
3a830e32	a364237d	3a830e32	3a830e32	9e69959f	d6930f81
ccc2243f	de68736e	de68736e	5e68736e	6bb04863	2dd5cf46
c6f8b2c7	f827fa82	f827fa82	7827fa82	7f800000	0e3d8237
2a1fd0ce	152f59f1	2a1fd0ce	2a1fd0ce	0036bbf1	546951ad
4f56ebeb	81a81f42	4f56ebeb	4f56ebeb	918d2510	ff800000
8545a827	db6ea591	db6ea591	5b6ea591	2138422a	00000000
6eccb4cd	5d39a40b	6eccb4cd	6eccb4cd	7f800000	510d254d
7f526620	ef483464	7f526620	7f526620	ff800000	cf868486
03cb0566	39c67286	39c67286	b9c67286	0004eb08	0982f339
2af33068	c85a9887	c85a9887	485a9887	b3cfa81e	a20e6696
1422de95	cb9284d0	cb9284d0	4b9284d0	a03a6ee0	880e48b9
1e46cbce	57362682	57362682	d7362682	360d72cc	068bb27b
4e1072a5	1bd139a4	4e1072a5	4e1072a5	2a6c1c3e	71b0bdac
2f168fa4	54bdc77e	54bdc77e	d4bdc77e	445f3ac0	19cb18e3
44744575	1ccadc2c	44744575	44744575	21c190e4	671a212a
11d562d7	98df3d81	98df3a2b	18df40d7	80000000	b874b325
e37cd8a4	2fd0913f	e37cd8a4	e37cd8a4	d3cdff7a	f31b2ca7
525d0b50	8383e28b	525d0b50	525d0b50	9663c0cc	ff800000
b4357c33	064bee21	b4357c33	b4357c33	80001212	ed63d2f4
f8cfb1f7	a681d678	f8cfb1f7	f8cfb1f7	5fd2ad5b	7f800000
4c85f995	d97b7830	d97b7830	597b7830	e6839a9b	b288637e
c1268846	d3602747	d3602747	53602747	5511d0ca	2d3e3140
cdc9e570	316c9c79	cdc9e570	cdc9e570	bfba9aea	dbda70bb
e812a957	b3b022c5	e812a957	e812a957	5c49d0ae	73d5294b
815a305c	0ccd8e88	0ccd8e86	8ccd8e8a	80000000	b407ddb4
69f1e2b8	5534b00e	69f1e2b8	69f1e2b8	7f800000	542b5a56
60718c04	c201715a	60718c04	60718c04	e2f44503	ddeedac9
2f5ad583	f0665220	f0665220	70665220	e044e207	800799dc
abfd8f3a	ed2606c2	ed2606c2	6d2606c2	59a47191	00061be1
6eebd75e	a8336930	6eebd75e	6eebd75e	d7a5487e	ff800000
e829d5ea	a0b3294b	e829d5ea	e829d5ea	496db7ef	7f800000
fba798c6	21f09a55	fba798c6	fba798c6	de1d8443	ff800000
48344adb	5cdff1f9	5cdff1f9	dcdff1f9	659db79f	2ace1950
e2e65ccf	a69de0de	e2e65ccf	e2e65ccf	4a0e1144	7bbac43e
0bfeeffc	af3306ef	af3306ef	2f3306ef	80002c92	9c364628
6b0e7e57	e7449847	6b0db9bf	6b0f42ef	ff800000	c3398d05
7355cfdb	a5fdaa3e	7355cfdb	7355cfdb	d9d3dc9b	ff800000
6ec46511	7a0f71b6	7a0f71b8	fa0f71b4	7f800000	342f3fe5
0747a8d4	f860774d	f860774d	7860774d	c02f10c5	80000000
e4bf68a3	63063551	e4aea1f9	e4d02f4d	ff800000	c1368df1
1f4e6089	a66fceec	a66fcbb2	266fd226	864152f0	b85c4fc2
f64286ca	5946b8e9	f64286ca	f64286ca	ff800000	dc7a9849
8c8c3cc6	a866d86c	a866d86c	2866d86c	00000002	239b84c9
1732167b	5887ed7e	5887ed7e	d887ed7e	303d1e23	00053d9c
0c157cd7	cc6d6b4d	cc6d6b4d	4c6d6b4d	990aa33b	801425fb
04351fca	edbdfc8e	edbdfc8e	6dbdfc8e	b2866b28	80000000
19040207	becdcab8	becdcab8	3ecdcab8	98543c50	99a436ef
c7b43bae	ec041aa2	ec041aa2	6c041aa2	743a030c	1b2ea246
b02f8c1c	3d3fc45e	3d3fc45e	bd3fc45e	ae038031	b26a58ee
1d21706c	902061a9	1d21706c	1d21706c	80000000	cc80d818
95486db3	80567e97	95486db3	95486db3	00000000	54944daa
6228ad16	06a1970a	6228ad16	6228ad16	2954f0bf	7f800000
71a49119	28880848	71a49119	71a49119	5aaee4d0	7f800000
8f2109b0	cd72a59e	cd72a59e	4d72a59e	1d18a357	0129e65f
f8ac6407	06b93f41	f8ac6407	f8ac6407	bff97dc3	ff800000
36b8408c	5ea3dafa	5ea3dafa	dea3dafa	55ebdd68	178feef8
0dba852e	5e69f93f	5e69f93f	de69f93f	2caa78d0	00000000
8d7e43d2	02acebfb	8d7e43cd	8d7e43d7	80000000	ca3c3634
29b01731	1212ccb7	29b01731	29b01731	000064fa	57198a32
7d8be803	a7979c80	7d8be803	7d8be803	e5a5b6c2	ff800000
59199fde	431e7aed	59199fde	59199fde	5cbe34df	55782808
3745f804	fe7d1422	fe7d1422	7e7d1422	f643b5ae	80000064
c68e4123	a73fc09d	c68e4123	c68e4123	2e551b42	5ebdeae2
e49bdbdb	bedba1a7	e49bdbdb	e49bdbdb	6405b77f	6535aad5
6b29eb70	53a6633c	6b29eb70	6b29eb70	7f5ce111	5702b798
809a8e35	5396a261	5396a261	d396a261	94b5e2b7	80000000
f6bc5bb2	178d081c	f6bc5bb2	f6bc5bb2	cecf88f1	ff800000
8073c7cc	77063f55	77063f55	f7063f55	b7f2dce6	80000000
de1693b7	d3d43a6c	de1693be	de1693b0	7279a961	49b5a221
4cde864c	f4c42c00	f4c42c00	74c42c00	ff800000	979131e3
5000f0f2	9536b7dd	5000f0f2	5000f0f2	a5b80fcf	fa34a7a9
e0c15342	383c7c96	e0c15342	e0c15342	d98e573a	e803492c
cf8d8478	84f22341	cf8d8478	cf8d8478	1505dab6	7f800000
8a1151e3	42f28df4	42f28df4	c2f28df4	8d89affd	86996018
b377bf19	904970fb	b377bf19	b377bf19	0442f261	629d6c5a
9d52aac5	173b6357	9d529f0f	9d52b67b	80000001	c58fe6bc
c7cec357	653d6681	653d6681	e53d6681	ed98f901	a20bbbe5
356e6712	e336f607	e336f607	6336f607	d92a6264	91a6c97d
6308eda3	65a22462	65a66bcf	e59ddcf5	7f800000	3cd830d9
d0bc62b4	3b4b3bb1	d0bc62b4	d0bc62b4	cc958e32	d4ed4c23
1a4774a7	273b88e1	273b88e1	a73b88e1	02121cdb	328822f5
2bc84ca9	226eeee2	2bc84cc7	2bc84c8b	0ebaf22d	48d69b53
2181a79a	9c76ad6c	218188c4	2181c670	8007ceee	c4868dff
3791912d	8d27a62f	3791912d	3791912d	853ea866	e9de47de
a4158b24	157e0fe3	a4158b24	a4158b24	800004a3	ce16af28
9cdf16a8	3a8ea9aa	3a8ea9aa	ba8ea9aa	97f8a4d7	a1c828e0
f0ae5715	c5b4d649	f0ae5715	f0ae5715	76f64e53	6a76cd81
5ec0379d	129a8c5b	5ec0379d	5ec0379d	31e815ae	7f800000
22ea145e	b6c8adfd	b6c8adfd	36c8adfd	9a377f01	ab954db6
19b76516	693fa91f	693fa91f	e93fa91f	43894d93	00000000
2a638cdb	66ff4c26	66ff4c26	e6ff4c26	51e2ecfe	02e42d29
f09e0c1f	71c5b538	719e3230	f1ed3840	ff800000	be4ca55e
bf42b040	44251ca8	4424ebfc	c4254d54	c3fb22c9	ba96edbd
726ddb8e	591a1e4a	726ddb8e	726ddb8e	7f800000	58c58c4f
03001405	0f62aa10	0f62aa11	8f62aa0f	00000000	3310a790
10d43f23	90e6b8c3	8f13cd00	115d7bf3	80000000	bf6b8030
188d9aa5	84eed8f9	188d9aa5	188d9aa5	80000000	d317c5ed
3de0d44c	4398c887	4398d694	c398ba7a	42062e2a	39bc5bf7
6f28226b	2c76bd73	6f28226b	6f28226b	5c220d80	7f800000
bac91906	1f427b1c	bac91906	bac91906	9a98c5ac	db045adf
8d9b4785	8ab2dda5	8d9e12fc	8d987c0e	00000000	425e3dfd
48716293	30a2c5e1	48716293	48716293	39997af6	573dd17c
c3873ceb	aef44d4d	c3873ceb	c3873ceb	33010ee6	540db6b1
4857f439	ca1e620e	ca10e2ca	4a2be152	d3059b72	bdae86e8
b0b7d58d	640f1ab2	640f1ab2	e40f1ab2	d54d86eb	8c246e54
1db81c82	57d42af4	57d42af4	d7d42af4	36189680	055e25b8
cb9a1325	b1c627c6	cb9a1325	cb9a1325	3dee857d	59470d36
3b3ffbb5	7c7c08af	7c7c08af	fc7c08af	783d0249	00061809
a6637eb6	d1abee78	d1abee78	51abee78	3898c98e	14295db3
80aaebdb	b765ce73	b765ce73	3765ce73	00000099	08be6731
2fb1dbda	86604962	2fb1dbda	2fb1dbda	8000000a	e8cb01e5
19c8bc58	719d3f7b	719d3f7b	f19d3f7b	4bf69a92	00000000
a44f4fed	ae370e1f	ae370e2c	2e370e12	13143d92	3590f629
63add760	455a89c6	63add760	63add760	699466f6	5dcba425
de5ed203	df3ea221	df7656a2	5f06eda0	7e25ecfc	3e959ca3
b58bb9fd	f6100713	f6100713	76100713	6c1d38f6	000f85ae
0eef0079	bd61a6fe	bd61a6fe	3d61a6fe	8cd2ab52	9107928c
9f79ae8a	66c91657	66c91657	e6c91657	c6c41fd4	8000004f
bfc1b799	dacb8c93	dacb8c93	5acb8c93	5b1a06f6	2473a272
8675ad37	d20a43f0	d20a43f0	520a43f0	1904b092	00000000
5f079fc0	02ca7f10	5f079fc0	5f079fc0	22568ebc	7f800000
55808c6e	7c495881	7c495881	fc495881	7f800000	18a37142
1133b3fe	6dec6055	6dec6055	edec6055	3fa5ed8d	00000000
ee03dc7c	82045297	ee03dc7c	ee03dc7c	30885075	7f800000
14114527	0766bc55	14114527	14114527	00000000	4c212d2b
61f9d539	84fccff4	61f9d539	61f9d539	a776b8d6	ff800000
c8baae5e	ca15722a	ca2cc7f6	49fc38bc	5359f57a	3e1fe44d
84cbdab8	f03044bf	f03044bf	703044bf	358c5d1d	00000000
7d8556b2	7aa72485	7d87f344	7d82ba20	7f800000	424c3994
fcda8950	da386524	fcda8950	fcda8950	7f800000	6217b318
41eb7b1a	accaf6d9	41eb7b1a	41eb7b1a	af3ab232	d49481b7
dc444399	c5842e94	dc444399	dc444399	624aad21	563e0e00
93161e26	0ac14f09	93161dc5	93161e87	80000000	c7c6cd4b
640648bd	673a7eca	673c97ed	e73865a7	7f800000	3c385492
9b811301	fa6d281f	fa6d281f	7a6d281f	566f25a5	00000000
c824af01	5845d61a	5845d61a	d845d61a	e0fe88ce	af5519b4
479837c7	96125990	479837c7	479837c7	9e2e0a21	f10521dd
f72b157d	6dad3937	f72b1567	f72b1593	ff800000	c8fcd689
3d291b1d	9b06f68b	3d291b1d	3d291b1d	98b24e1a	e1a061a0
c8954b5a	ced73fba	ced7490f	4ed73665	57fb0ee5	39318f10
b4b82326	75db1b2f	75db1b2f	f5db1b2f	eb1d999f	8006b925
98e143cb	e52f7153	e52f7153	652f7153	3e9a6110	00000000
7892c98d	e6de5f59	7892c98d	7892c98d	ff800000	d128fc18
e6f217b8	73dfecac	73dfecac	f3dfecac	ff800000	b28a62a3
a462730c	0a28d736	a462730c	a462730c	80000000	d9abac80
83e03ca9	b9745e2b	b9745e2b	39745e2b	00035831	09eae92e
